"pdes","epoch_mjd","a","e","i","om","w","ma"
"2021 SA",60200,2.278,0.5790,1.65,175.43,148.42,215.05
"2021 SB",59475,1.394,0.2772,18.45,175.21,212.71,341.68
"2021 SC",60200,1.68,0.4113,1.57,179.03,148.72,339.02
"2021 SD",60200,1.325,0.3209,13.16,174.26,237.55,78.96
"2021 SE",60200,1.047,0.0640,24.35,352.61,293.27,9.42
"2021 SF",59482,1.403,0.2898,19.76,176.07,136.33,27.09
"2021 SG",60200,1.713,0.7240,3.18,352.20,256.57,340.50
"2021 SH",60200,1.657,0.3916,7.26,354.05,13.80,329.84
"2021 SJ",59474,2.148,0.5272,8.07,340.51,347.78,6.75
"2021 SK",59474,1.028,0.3942,5.43,178.69,293.50,290.01
"2021 SL",59474,1.414,0.3624,16.94,354.69,297.65,31.49
"2021 SM",60200,1.929,0.6816,3.10,318.39,306.98,287.13
"2021 SO",60200,0.7913,0.3103,4.13,194.66,343.57,110.48
"2021 SP",60200,1.452,0.4616,4.78,174.55,252.66,20.44
"2021 SQ",60200,1.156,0.3071,9.34,177.73,97.53,262.08
"2021 ST",60200,2.047,0.5334,0.17,213.49,192.24,229.24
"2021 SU",59487,2.307,0.5803,4.21,6.73,312.72,11.18
"2021 SV",59484,1.5,0.7732,17.58,173.97,312.27,332.07
"2021 SW",59483,1.208,0.3407,3.47,0.31,277.29,47.85
"2021 SB1",59483,1.85,0.4655,9.70,347.96,332.96,13.24
"2021 SC1",60200,2.45,0.5703,3.13,96.45,244.46,189.94
"2021 SD1",60200,1.865,0.5576,6.60,347.96,296.43,299.90
"2021 SE1",60200,1.442,0.2953,3.60,1.77,17.87,38.50
"2021 SF1",60200,1.172,0.1677,0.79,204.31,213.24,157.41
"2021 SG1",60200,0.9644,0.1991,9.59,180.22,65.34,120.74
"2021 SH1",60200,1.142,0.2583,3.47,209.78,64.32,276.70
"2021 SJ1",60200,2.036,0.4725,7.00,321.48,82.23,228.10
"2021 SK1",60200,1.258,0.2300,25.55,184.28,221.50,113.02
"2021 SL1",60200,1.959,0.4609,5.06,348.63,15.50,256.81
"2021 SM1",60200,1.424,0.3440,2.16,206.04,219.63,24.21
"2021 SN1",60200,1.787,0.7790,12.38,208.37,284.82,265.81
"2021 SO1",60200,2.504,0.5847,0.41,200.43,164.52,177.93
"2021 SP1",60200,1.494,0.2518,8.18,207.65,144.18,30.82
"2021 SQ1",60200,1.902,0.5515,4.61,184.01,125.48,283.64
"2021 SS1",59484,2.774,0.5981,3.34,248.94,104.00,1.44
"2021 ST1",60200,2.163,0.5318,13.95,185.30,186.01,219.75
"2021 SU1",60200,0.8508,0.2494,1.11,349.93,223.56,311.77
"2021 SV1",60200,1.048,0.3215,2.17,177.36,294.08,227.17
"2021 SW1",59485,1.411,0.3967,3.87,2.74,298.78,28.28
"2021 SY1",59489,2.081,0.5027,6.27,189.81,154.16,6.63
"2021 SZ1",60200,1.933,0.5805,3.43,184.96,246.30,244.86
"2021 SA2",59486,0.937,0.3627,17.66,1.95,234.63,91.08
"2021 SB2",60200,1.045,0.2156,5.83,186.29,78.31,16.08
"2021 SC2",60200,0.9708,0.2672,21.72,189.55,309.53,268.86
"2021 SD2",60200,1.158,0.2596,2.22,353.85,92.39,152.23
"2021 SE2",59487,2.159,0.4701,7.62,333.75,350.89,10.99
"2021 SF2",59488,2.229,0.4591,2.09,354.27,27.88,356.13
"2021 SG2",60200,1.632,0.3821,5.48,10.56,36.24,318.98
"2021 SH2",60200,1.442,0.4047,18.32,199.78,262.53,356.98
"2021 SJ2",59485,1.853,0.4905,3.27,203.04,108.80,17.81
"2021 SK2",59487,2.431,0.5068,8.65,11.82,17.80,352.26
"2021 SL2",60200,1.377,0.2246,7.36,193.99,162.62,80.98
"2021 SM2",60200,1.581,0.3929,20.09,208.43,283.66,267.93
"2021 SN2",60200,2.88,0.7454,40.37,15.15,103.49,125.58
"2021 SO2",60200,1.066,0.0593,7.45,346.83,0.42,295.61
"2021 SP2",60200,2.151,0.5237,0.34,328.57,27.16,226.05
"2021 SQ2",60200,2.577,0.5199,28.07,66.86,285.64,176.15
"2021 SR2",60200,1.5,0.3954,10.95,4.29,311.62,44.50
"2021 SV2",60200,1.554,0.4403,7.45,294.89,169.55,317.59
"2021 SW2",59488,2.014,0.7183,2.18,173.88,96.22,18.23
"2021 SX2",60200,2.549,0.6059,3.62,356.52,60.41,161.63
"2021 SY2",60200,1.496,0.3180,4.84,15.56,342.07,28.65
"2021 SZ2",60200,1.565,0.2948,30.75,192.76,156.73,10.69
"2021 SC3",59493,2.417,0.5856,12.54,354.73,317.58,13.48
"2021 SD3",60200,0.9773,0.1660,6.28,185.98,37.54,136.22
"2021 SE3",59486,1.507,0.3034,4.35,203.66,142.59,9.78
"2021 SF3",60200,1.048,0.1771,22.34,17.67,127.34,173.91
"2021 SG3",59490,2.526,0.5812,1.69,155.09,239.63,354.53
"2021 SH3",59488,2.53,0.6279,3.42,28.02,298.51,7.78
"2021 SJ3",60200,1.249,0.1321,2.41,213.33,133.69,158.47
"2021 SM3",59490,1.51,0.4811,16.08,23.10,71.11,327.72
"2021 SP3",60200,1.624,0.4597,5.39,209.34,243.45,303.49
"2021 SQ3",60200,1.409,0.2290,8.19,357.22,181.95,262.56
"2021 SR3",60200,2.184,0.5071,0.67,147.76,286.30,196.89
"2021 SS3",60200,1.616,0.3443,6.22,25.03,351.15,337.37
"2021 ST3",60200,2.537,0.5787,6.36,352.18,47.33,165.96
"2021 SW3",60200,1.31,0.1948,21.66,185.17,120.76,149.70
"2021 SX3",60200,2.38,0.6967,4.76,178.05,290.57,165.26
"2021 SY3",60200,0.8605,0.2581,5.01,4.00,219.80,282.73
"2021 SZ3",60200,1.243,0.1835,4.07,199.29,116.94,182.36
"2021 SF4",60200,1.309,0.2162,12.30,199.96,225.60,70.99
"2021 SK4",60200,1.386,0.2246,6.87,13.15,26.33,49.38
"2021 SL4",60200,2.834,0.6086,2.85,20.52,346.18,146.63
"2021 SN4",59492,1.309,0.1774,16.37,6.17,311.72,37.59
"2021 SP4",60200,1.468,0.4050,9.91,161.33,324.96,330.03
"2021 SQ4",60200,2.655,0.5145,21.39,17.70,334.41,165.94
"2021 SR4",59487,1.392,0.1932,22.49,1.11,28.86,344.94
"2021 SX4",60200,2.213,0.5308,3.11,191.30,176.28,212.84
"2021 SZ4",60200,1.543,0.8072,26.41,28.39,129.57,315.07
"2021 SB5",60200,1.203,0.4547,20.54,187.49,11.61,332.34
"2021 SC5",60200,1.956,0.5244,10.14,326.44,128.30,224.88
"2021 SG5",60200,1.772,0.4056,21.22,0.22,64.16,274.08
"2021 SH5",59487,2.167,0.5475,2.94,172.38,149.36,11.58
"2021 SJ5",60200,2.337,0.4766,8.11,42.91,340.22,192.70
"2021 SK5",60200,1.257,0.1689,2.71,200.33,201.64,113.83
"2021 SL5",59488,1.746,0.4613,4.13,169.16,148.27,18.62
"2021 SM5",59489,1.463,0.2915,5.53,197.76,129.35,22.35
"2021 SN5",60200,2.125,0.4776,1.75,179.43,225.66,214.31
"2021 SP5",60200,0.8377,0.2406,6.42,16.91,167.40,20.02
"2021 SL28",60200,2.538,0.6070,4.02,231.47,192.16,161.55
"2021 SR41",60200,2.378,0.6502,21.94,172.11,319.88,155.46
"2021 SM42",60200,2.21,0.4911,5.14,272.36,147.85,196.46
"2021 SG49",59474,1.382,0.3906,2.60,356.86,286.11,34.90
"2021 SO52",60200,2.229,0.4375,4.34,219.05,224.92,182.49
"2021 SK87",60200,1.423,0.3092,3.63,6.45,25.88,40.59
"2021 SJ88",59486,0.6449,0.5606,8.79,186.35,356.78,188.63
"2021 TB",60200,1.733,0.5159,8.78,163.54,277.99,284.02
"2021 TC",59489,1.829,0.5423,36.25,4.55,297.48,19.31
"2021 TD",60200,2.272,0.5826,7.60,10.91,321.33,212.91
"2021 TE",60200,2.257,0.5718,3.02,304.14,19.20,217.75
"2021 TF",59490,2.404,0.6505,9.79,11.50,294.82,11.96
"2021 TK",60200,1.379,0.3028,10.95,7.52,41.96,50.81
"2021 TL",60200,0.9248,0.2673,3.21,251.66,336.02,184.47
"2021 TM",60200,1.87,0.5664,8.91,11.52,62.74,256.20
"2021 TN",59491,2.402,0.5528,14.16,190.45,196.23,356.17
"2021 TO",60200,1.278,0.2186,12.61,11.94,41.65,93.26
"2021 TT",59495,1.898,0.5402,17.98,7.44,309.26,16.79
"2021 TU",59490,1.377,0.2610,4.36,188.43,155.74,15.22
"2021 TV",59490,1.759,0.3892,7.52,346.47,12.82,3.28
"2021 TW",59491,1.723,0.4028,10.73,191.24,220.35,343.24
"2021 TX",60200,1.962,0.6274,3.59,188.85,107.11,271.38
"2021 TY",59491,1.734,0.4056,18.85,9.74,342.17,7.54
"2021 TZ",59490,1.393,0.3321,21.13,12.35,277.57,45.20
"2021 TA1",59492,2.145,0.5266,5.85,8.81,336.19,7.15
"2021 TB1",60200,1.256,0.1907,7.25,202.56,140.70,154.87
"2021 TC1",60200,1.004,0.2466,2.31,261.18,221.26,250.47
"2021 TD1",60200,1.217,0.3534,2.35,203.30,78.13,210.16
"2021 TE1",60200,0.9888,0.4412,2.27,21.93,124.91,264.20
"2021 TF1",60200,1.012,0.2470,26.10,187.81,285.58,252.21
"2021 TG1",60200,1.646,0.4470,11.29,190.73,224.89,314.51
"2021 TH1",60200,1.141,0.2341,1.43,22.69,267.78,267.98
"2021 TN1",60200,1.328,0.2410,3.26,5.53,23.74,84.70
"2021 TO1",59496,1.25,0.2104,40.27,17.89,328.39,31.16
"2021 TP1",59490,1.363,0.1844,29.27,191.95,198.98,347.42
"2021 TQ1",60200,0.9725,0.1987,1.14,176.20,310.25,274.78
"2021 TR1",59492,2.515,0.6240,14.34,4.12,44.32,352.67
"2021 TS1",60200,1.294,0.4155,16.00,183.56,295.83,61.46
"2021 TT1",59493,1.605,0.5657,13.64,16.84,80.23,334.07
"2021 TU1",60200,0.8988,0.4586,6.75,151.23,74.01,219.90
"2021 TV1",60200,2.173,0.5608,3.64,190.77,149.35,225.63
"2021 TW1",59476,1.872,0.4586,11.15,2.43,346.21,3.32
"2021 TX1",59489,2.173,0.6807,0.30,345.80,104.04,344.55
"2021 TY1",60200,1.391,0.2897,16.79,7.61,37.71,45.89
"2021 TZ1",60200,1.063,0.0995,6.76,13.29,64.94,219.84
"2021 TA2",59491,1.318,0.3203,18.25,193.25,105.83,39.08
"2021 TH2",60200,2.315,0.5202,6.26,37.14,23.60,185.47
"2021 TJ2",60200,1.775,0.4653,7.53,224.12,215.76,267.05
"2021 TK2",60200,1.266,0.3631,6.58,21.54,268.21,174.27
"2021 TL2",60200,2.84,0.6034,2.21,49.37,1.41,137.81
"2021 TM2",60200,0.8796,0.3137,11.38,8.07,205.11,266.77
"2021 TT2",60200,2.825,0.6401,16.77,189.94,218.10,139.09
"2021 TU2",60200,2.852,0.6187,19.31,75.41,339.38,138.21
"2021 TV2",60200,1.586,0.3514,12.11,1.94,325.52,8.11
"2021 TW2",60200,1.263,0.2141,4.13,18.11,13.58,119.30
"2021 TX2",60200,1.926,0.5467,3.11,204.78,226.84,243.29
"2021 TY2",60200,1.371,0.2629,7.17,191.75,199.90,62.78
"2021 TZ2",60200,1.212,0.2162,13.47,181.82,118.61,209.62
"2021 TA3",60200,2.394,0.6259,4.52,35.59,235.12,215.96
"2021 TB3",60200,1.526,0.2310,18.60,184.13,156.37,29.59
"2021 TC3",60200,1.984,0.4480,6.92,192.38,198.58,241.88
"2021 TD3",60200,1.437,0.1379,27.41,357.69,0.23,48.72
"2021 TE3",60200,0.9449,0.1910,5.83,5.97,238.19,147.68
"2021 TF3",60200,2.633,0.5296,12.55,16.27,348.23,163.88
"2021 TG3",60200,1.669,0.2866,10.67,204.14,183.09,314.16
"2021 TH3",60200,2.205,0.4878,6.59,214.88,179.02,205.46
"2021 TJ3",60200,1.798,0.3130,6.13,27.30,347.59,288.98
"2021 TK3",60200,2.339,0.4910,9.35,302.58,156.07,167.28
"2021 TL3",60200,1.098,0.1128,25.90,191.55,261.33,176.44
"2021 TM3",59493,1.779,0.4263,13.50,194.42,212.43,345.79
"2021 TN3",60200,0.9898,0.1957,4.20,20.75,136.69,214.94
"2021 TO3",59492,1.414,0.3554,11.11,190.18,241.02,330.86
"2021 TQ3",60200,0.7865,0.2850,12.45,12.70,189.73,82.42
"2021 TR3",60200,0.8489,0.1901,19.71,12.08,191.56,335.70
"2021 TS3",60200,1.157,0.1201,7.37,18.85,22.50,177.05
"2021 TT3",60200,1.433,0.2052,17.85,30.25,32.75,12.66
"2021 TU3",60200,2.714,0.5299,10.72,192.77,224.04,145.64
"2021 TV3",60200,0.7384,0.4247,21.15,25.60,167.20,208.29
"2021 TW3",59492,1.427,0.2203,27.27,3.83,324.67,26.70
"2021 TX3",59492,2.06,0.5030,3.75,190.01,149.52,9.14
"2021 TY3",60200,2.134,0.4613,32.41,185.12,91.49,256.83
"2021 TB4",60200,1.847,0.6387,10.97,187.45,97.58,299.64
"2021 TC4",60200,0.9856,0.0576,9.92,195.60,21.97,143.27
"2021 TD4",60200,1.177,0.0805,37.42,190.95,248.15,125.24
"2021 TE4",60200,1.143,0.2469,2.58,191.46,267.20,151.47
"2021 TG4",60200,2.201,0.5842,7.78,46.94,216.52,260.12
"2021 TH4",60200,1.795,0.3757,22.39,71.26,29.29,256.93
"2021 TJ4",60200,2.01,0.4591,9.00,81.61,340.49,226.09
"2021 TK4",60200,1.812,0.3299,2.38,87.52,275.68,291.79
"2021 TO4",59492,2.186,0.5243,3.58,359.78,354.80,4.43
"2021 TP4",59494,1.37,0.2489,40.06,193.94,187.75,355.10
"2021 TQ4",60200,1.137,0.1211,10.65,193.25,166.05,225.20
"2021 TR4",60200,1.095,0.2078,18.23,193.46,101.88,302.93
"2021 TS4",60200,1.865,0.4704,6.73,11.63,340.44,279.98
"2021 TT4",60200,1.037,0.0993,3.33,192.43,265.95,226.50
"2021 TU4",59493,1.185,0.2374,22.48,194.48,110.19,44.01
"2021 TV4",60200,1.73,0.3906,29.29,25.73,280.78,334.66
"2021 TB5",60200,1.101,0.2009,7.13,4.08,96.48,176.86
"2021 TC5",60200,1.575,0.3536,7.15,191.63,160.42,1.42
"2021 TD5",60200,0.9613,0.3705,16.48,7.61,201.45,166.65
"2021 TM6",59491,2.313,0.5576,4.76,134.26,193.22,10.75
"2021 TN6",60200,1.331,0.6368,2.43,56.98,73.07,54.84
"2021 TO6",60200,2.271,0.5686,2.00,303.09,21.17,214.66
"2021 TP6",59500,2.074,0.5631,4.42,1.21,325.79,13.65
"2021 TQ6",60200,1.154,0.1139,9.56,18.96,358.54,198.20
"2021 TR6",59490,1.555,0.2805,5.28,103.66,236.87,16.11
"2021 TS6",60200,1.676,0.4268,0.87,35.99,306.21,332.35
"2021 TT6",59495,0.9212,0.3906,25.76,14.11,227.40,94.16
"2021 TC7",59493,1.134,0.0668,7.37,201.25,60.87,99.06
"2021 TD7",60200,1.592,0.4433,14.12,10.81,301.06,10.52
"2021 TE7",60200,2.124,0.5587,8.09,224.27,229.08,195.13
"2021 TV7",60200,2.843,0.6172,2.15,230.56,195.70,133.74
"2021 TW7",59494,1.115,0.2465,10.99,30.71,75.81,299.04
"2021 TX7",60200,1.982,0.5427,7.83,25.27,296.78,265.10
"2021 TZ7",59494,1.188,0.4545,23.54,37.96,92.39,305.90
"2021 TA8",60200,1.307,0.3432,21.27,42.24,114.90,351.35
"2021 TE8",60200,1.174,0.2190,18.41,196.31,242.88,143.00
"2021 TF8",59498,2.488,0.5763,13.47,197.66,175.65,0.39
"2021 TG8",59497,2.486,0.5933,4.61,195.55,166.86,3.02
"2021 TM8",59498,1.829,0.4380,6.25,16.03,352.92,3.12
"2021 TN8",59497,1.155,0.1226,25.80,17.06,320.12,31.43
"2021 TO8",60200,0.891,0.1512,19.48,195.72,13.41,266.89
"2021 TP8",59497,2.677,0.6600,5.48,196.22,224.72,352.51
"2021 TQ8",59497,1.315,0.2691,16.68,196.10,132.59,28.21
"2021 TR8",60200,1.776,0.2780,15.29,192.38,196.61,283.26
"2021 TN9",59497,1.544,0.3682,10.41,17.59,35.26,344.15
"2021 TP9",59498,1.433,0.3463,9.39,8.83,315.88,25.43
"2021 TQ9",60200,0.9279,0.3733,19.40,201.63,331.65,279.51
"2021 TS9",60200,2.6,0.5745,12.02,207.96,200.69,157.18
"2021 TT9",60200,1.415,0.2065,12.12,205.09,190.59,37.42
"2021 TV9",60200,1.171,0.1710,3.94,12.45,296.96,239.05
"2021 TW9",59499,1.225,0.1020,26.24,19.11,346.40,11.68
"2021 TX9",59497,1.236,0.2858,14.88,8.53,85.77,310.40
"2021 TF10",59498,2.133,0.5244,5.35,16.27,328.56,9.12
"2021 TG10",59499,2.389,0.6189,2.13,195.88,132.96,10.19
"2021 TH10",59498,2.487,0.5528,16.34,16.94,23.61,354.50
"2021 TJ10",60200,1.006,0.1873,5.68,196.22,74.86,50.93
"2021 TK10",59498,1.911,0.5143,4.11,196.64,225.68,346.76
"2021 TL10",59496,1.324,0.4421,13.44,12.00,273.51,40.16
"2021 TM10",59497,1.873,0.4211,38.56,20.68,351.15,2.66
"2021 TQ10",60200,1.984,0.4792,4.74,208.76,165.22,248.72
"2021 TR10",59499,1.66,0.4456,34.00,18.18,306.22,20.24
"2021 TS10",60200,1.022,0.0196,16.33,19.91,199.36,108.56
"2021 TT10",60200,2.586,0.6233,18.70,16.54,338.04,170.65
"2021 TU10",59498,1.659,0.4648,6.05,195.37,126.86,19.66
"2021 TV10",59497,1.525,0.4634,5.99,201.92,243.66,333.36
"2021 TW10",60200,1.904,0.4103,14.64,22.29,15.20,255.67
"2021 TX10",60200,2.467,0.6020,1.29,194.66,204.81,174.04
"2021 TY10",59493,1.709,0.3372,19.44,137.58,212.13,17.66
"2021 TK11",60200,2.082,0.5470,1.20,20.24,324.61,238.70
"2021 TH12",60200,1.826,0.4850,16.37,201.81,132.12,295.10
"2021 TJ12",60200,1.527,0.4161,8.29,201.07,231.63,343.34
"2021 TK12",59496,2.042,0.5446,12.25,193.93,136.66,11.89
"2021 TR12",59499,1.896,0.5179,6.70,197.30,131.54,14.33
"2021 TU12",59499,1.328,0.3154,11.92,10.56,305.26,35.67
"2021 TY12",59501,2.656,0.6111,15.55,204.67,173.75,0.80
"2021 TZ12",60200,1.199,0.1160,11.97,15.59,343.13,180.23
"2021 TA13",60200,1.44,0.1775,27.32,197.95,202.26,20.23
"2021 TB13",60200,1.398,0.1866,14.02,38.11,315.20,78.61
"2021 TC13",60200,1.39,0.2614,16.22,18.38,357.55,62.63
"2021 TD13",60200,1.909,0.5094,6.85,16.71,43.45,249.57
"2021 TE13",60200,1.777,0.4747,2.13,19.19,322.79,303.51
"2021 TF13",59494,1.923,0.6414,8.69,17.15,84.80,339.21
"2021 TG13",59497,2.605,0.5926,14.56,23.53,350.72,0.42
"2021 TH13",60200,0.9658,0.2949,4.72,24.00,113.23,282.33
"2021 TJ13",59501,1.866,0.4302,19.17,203.99,190.10,355.18
"2021 TK13",60200,0.9846,0.1581,5.17,217.83,26.59,106.09
"2021 TT13",59499,1.906,0.5347,10.27,197.72,132.71,13.47
"2021 TU13",59501,2.202,0.5608,2.95,21.39,328.78,7.66
"2021 TV13",60200,2.489,0.5882,2.02,181.70,188.92,177.62
"2021 TZ13",59500,1.382,0.2621,16.37,197.04,151.39,17.85
"2021 TA14",59511,2.294,0.5739,6.47,212.64,128.37,11.90
"2021 TE14",60200,2.453,0.7372,5.05,197.75,333.44,135.64
"2021 TF14",60200,2.261,0.4332,5.54,66.06,314.53,203.18
"2021 TG14",60200,1.185,0.3931,2.01,207.09,266.55,124.90
"2021 TH14",59506,1.953,0.3828,2.54,22.67,352.57,4.90
"2021 TJ14",60200,1.08,0.2788,9.29,206.38,287.36,176.07
"2021 TK14",60200,1.277,0.1790,18.45,209.43,242.53,70.38
"2021 TL14",60200,1.205,0.1708,10.03,20.95,7.21,155.44
"2021 TM14",60200,1.281,0.3074,3.12,199.68,123.16,146.50
"2021 TN14",60200,0.9478,0.2708,13.19,200.20,63.15,114.03
"2021 TO14",60200,1.468,0.5475,1.46,242.96,229.30,355.91
"2021 TW14",59492,2.139,0.6359,4.65,11.37,273.74,20.97
"2021 TX14",60200,1.336,0.4021,1.77,199.75,258.43,49.82
"2021 TY14",60200,2.751,0.6404,2.34,204.97,191.97,148.12
"2021 TZ14",59501,1.39,0.2002,27.06,204.89,168.70,7.04
"2021 TA15",60200,1.263,0.1139,2.48,240.83,89.09,171.33
"2021 TB15",60200,0.985,0.2377,29.51,26.55,149.46,204.25
"2021 TC15",60200,1.754,0.6367,10.22,68.92,57.29,267.17
"2021 TG15",60200,2.174,0.5173,7.83,205.18,184.13,212.54
"2021 TH15",60200,2.029,0.5625,4.88,198.26,132.88,251.07
"2021 TJ15",60200,1.929,0.5579,4.46,24.60,51.81,242.08
"2021 TK15",60200,1.115,0.1339,56.52,31.55,162.35,61.09
"2021 TL15",60200,1.482,0.3694,20.44,45.60,57.54,344.74
"2021 TM15",60200,1.711,0.2600,29.29,41.85,350.08,305.06
"2021 TO15",60200,1.01,0.4209,7.81,35.14,109.27,243.16
"2021 TQ15",59499,1.452,0.3383,8.39,22.20,40.68,338.37
"2021 TR15",60200,1.647,0.4176,5.60,221.32,220.93,299.00
"2021 TS15",60200,0.8692,0.1947,1.45,58.57,159.96,285.31
"2021 TC16",59501,1.33,0.2069,26.18,25.28,4.21,354.24
"2021 TD16",59501,1.923,0.6695,8.01,192.47,288.60,337.53
"2021 TK20",59501,2.566,0.8389,11.05,190.68,311.48,345.25
"2021 TL20",59503,1.831,0.6182,30.58,204.60,257.82,339.71
"2021 TC21",60200,1.987,0.4970,1.63,209.29,157.95,249.65
"2021 TD21",60200,1.911,0.3579,13.34,212.03,240.34,229.54
"2021 TP21",60200,2.519,0.6772,25.41,8.08,116.28,156.49
"2021 TQ21",60200,2.099,0.5488,4.28,202.70,263.22,201.19
"2021 TR21",60200,0.8533,0.2037,2.08,230.97,349.58,303.84
"2021 TN22",60200,1.883,0.3207,2.63,38.64,324.37,276.89
"2021 TD32",60200,1.638,0.4212,25.33,218.91,133.31,341.99
"2021 TJ57",60200,1.008,0.5072,11.63,4.70,180.11,208.91
"2021 TO57",60200,2.072,0.5906,11.98,338.46,157.09,193.39
"2021 TH72",60200,1.633,0.3434,6.47,270.62,143.75,314.00
"2021 TP114",60200,1.242,0.2003,8.42,17.70,29.30,120.45
"2021 UA",59505,1.385,0.2696,28.72,23.78,59.88,325.65
"2021 UB",59506,1.087,0.2101,19.35,205.79,73.94,80.92
"2021 UC",59504,1.278,0.2317,29.97,21.63,316.47,28.68
"2021 UD",59505,1.757,0.3614,29.48,205.91,165.33,6.64
"2021 UE",59496,1.506,0.3236,17.87,19.54,21.53,347.15
"2021 UK",60200,1.347,0.1852,10.63,216.77,158.27,85.42
"2021 UL",60200,1.172,0.3132,5.77,202.98,258.85,135.27
"2021 UM",59506,2.622,0.6096,18.04,211.42,206.72,353.76
"2021 UN",59504,2.17,0.5945,4.80,21.06,311.34,11.72
"2021 UO",60200,1.204,0.6463,28.79,202.42,54.80,201.93
"2021 UP",60200,1.564,0.4017,8.60,24.32,320.94,6.54
"2021 UQ",60200,1.327,0.3004,22.60,210.01,129.17,112.42
"2021 US",60200,2.409,0.5999,7.28,22.03,336.72,188.18
"2021 UT",60200,1.093,0.3472,0.66,215.54,79.79,290.09
"2021 UU",60200,1.757,0.4931,0.43,26.06,315.06,307.29
"2021 UV",60200,1.737,0.5808,9.26,32.77,76.18,274.91
"2021 UX",59513,2.033,0.6745,5.87,211.29,263.51,343.86
"2021 UY",60200,1.444,0.3249,1.07,11.93,351.85,44.20
"2021 UZ",60200,1.395,0.2235,18.92,220.48,160.10,57.84
"2021 UA1",60200,1.086,0.4046,0.01,124.32,164.86,294.75
"2021 UB1",60200,1.225,0.2745,7.70,215.56,109.21,180.52
"2021 UC1",60200,1.049,0.0886,14.42,215.66,101.58,334.58
"2021 UD1",60200,2.823,0.6357,4.61,230.78,176.36,139.93
"2021 UE1",60200,2.42,0.8733,14.05,256.56,2.14,198.08
"2021 UF1",60200,1.027,0.2753,14.90,218.59,288.18,208.11
"2021 UG1",60200,0.8664,0.2098,12.31,36.59,154.61,331.46
"2021 UH1",60200,1.274,0.2612,1.84,212.63,222.85,85.43
"2021 UJ1",60200,1.197,0.3211,6.34,30.40,79.97,112.72
"2021 UL1",60200,1.271,0.2078,10.39,220.08,220.42,78.76
"2021 UM1",59515,2.355,0.5649,4.34,221.64,166.31,1.40
"2021 UO1",60200,0.9247,0.5800,7.07,31.80,228.44,107.35
"2021 UP1",60200,2.751,0.7454,42.59,222.69,67.93,165.72
"2021 UQ1",60200,2.842,0.6980,8.44,349.74,138.29,122.75
"2021 US1",60200,1.223,0.1956,1.29,220.98,203.09,119.38
"2021 UT1",59516,1.212,0.1369,25.19,213.41,201.45,344.13
"2021 UU1",60200,1.926,0.5188,1.70,216.70,222.64,239.12
"2021 UV1",60200,2.04,0.5429,5.28,33.10,322.92,241.83
"2021 UW1",60200,1.746,0.5557,2.23,219.16,245.04,272.47
"2021 UX1",60200,0.8753,0.1684,1.58,215.31,329.96,323.95
"2021 UY1",60200,1.413,0.2904,3.34,215.83,163.35,50.29
"2021 UZ1",60200,2.191,0.5033,6.67,254.29,80.26,227.51
"2021 UA2",59514,1.504,0.3051,28.29,215.14,211.71,341.88
"2021 UB2",60200,1.771,0.4615,20.97,33.58,31.46,276.14
"2021 UC2",60200,1.414,0.3368,4.05,218.88,132.91,62.35
"2021 UD2",59511,1.689,0.4704,8.90,25.93,309.35,19.07
"2021 UE2",60200,1.312,0.2551,8.24,205.29,156.81,108.78
"2021 UF2",60200,1.426,0.2971,3.65,34.95,351.46,40.92
"2021 UG2",60200,1.808,0.5318,6.54,213.32,123.60,294.61
"2021 UH2",60200,0.9818,0.1721,0.28,313.49,321.36,76.52
"2021 UJ2",60200,1.349,0.2453,7.19,37.07,330.71,87.07
"2021 UK2",59518,1.288,0.4079,1.32,210.52,95.44,45.49
"2021 UL2",59516,0.907,0.7103,9.06,33.54,144.94,298.45
"2021 UM2",59516,1.592,0.3392,29.17,216.81,193.26,353.70
"2021 UN2",60200,1.996,0.5033,5.60,298.96,38.65,258.68
"2021 UO2",59515,1.612,0.3517,34.68,215.80,137.21,20.61
"2021 UP2",59515,1.268,0.5946,21.75,215.77,57.74,48.39
"2021 UQ2",59516,1.345,0.4633,20.88,33.72,276.74,35.33
"2021 UR2",60200,1.633,0.3967,2.28,27.79,340.60,333.60
"2021 US2",60200,0.9743,0.0683,38.37,35.63,153.74,189.76
"2021 UT2",60200,1.958,0.4616,4.03,36.32,347.35,249.46
"2021 UU2",59515,1.164,0.6495,20.10,222.92,38.95,53.23
"2021 UV2",60200,1.998,0.5318,4.21,34.52,321.15,249.71
"2021 UW2",60200,1.336,0.2354,0.86,42.05,353.42,76.72
"2021 UY2",60200,1.418,0.4212,1.47,286.15,191.17,357.44
"2021 UZ2",60200,1.61,0.4551,10.05,219.72,230.53,309.40
"2021 UA3",59515,2.467,0.6385,11.87,214.35,228.59,350.89
"2021 UB3",60200,1.626,0.3913,2.27,35.30,32.67,311.38
"2021 UC3",59516,1.557,0.3508,47.56,218.12,228.05,337.22
"2021 UD3",59513,1.532,0.3377,5.65,39.06,324.84,13.40
"2021 UE3",60200,1.017,0.4170,3.83,35.39,243.87,6.78
"2021 UF3",60200,1.142,0.1226,5.99,213.90,199.18,178.57
"2021 UG3",60200,1.698,0.3862,15.64,73.52,278.55,323.99
"2021 UH3",59515,1.284,0.1638,23.07,32.62,307.41,42.03
"2021 UJ3",59515,2.077,0.5770,6.65,213.72,123.93,14.01
